mpnn,bb,seq,count,B1,B2,B3
v7,62,7,2,1,0,1
v7,62,8,0,0,0,0
v7,62,9,2,1,0,1
v7,63,0,2,0,2,0
v7,63,1,2,2,0,0
v7,63,2,1,0,0,1
v7,63,3,0,0,0,0
v7,63,4,3,1,2,0
v7,63,5,1,1,0,0
v7,63,6,1,0,1,0
v7,63,7,1,1,0,0
v7,63,8,0,0,0,0
v7,63,9,1,1,0,0
v7,64,0,0,0,0,0
v7,64,1,0,0,0,0
v7,64,2,0,0,0,0
v7,64,3,3,3,0,0
v7,64,4,1,1,0,0
v7,64,5,0,0,0,0
v7,64,6,0,0,0,0
v7,64,7,0,0,0,0
v7,64,8,0,0,0,0
v7,64,9,1,1,0,0
v7,65,0,1,1,0,0
v7,65,1,1,1,0,0
v7,65,2,3,1,0,2
v7,65,3,2,2,0,0
v7,65,4,3,1,2,0
v7,65,5,3,2,0,1
v7,65,6,0,0,0,0
v7,65,7,4,3,0,1
v7,65,8,1,1,0,0
v7,65,9,1,0,1,0
v7,66,0,1,1,0,0
v7,66,1,0,0,0,0
v7,66,2,4,2,0,2
v7,66,3,2,1,0,1
v7,66,4,1,0,1,0
v7,66,5,0,0,0,0
v7,66,6,0,0,0,0
v7,66,7,2,2,0,0
v7,66,8,2,1,1,0
v7,66,9,1,1,0,0
v7,67,0,0,0,0,0
v7,67,1,0,0,0,0
v7,67,2,0,0,0,0
v7,67,3,2,1,0,1
v7,67,4,1,1,0,0
v7,67,5,1,1,0,0
v7,67,6,1,1,0,0
v7,67,7,0,0,0,0
v7,67,8,0,0,0,0
v7,67,9,0,0,0,0
v7,68,0,1,0,1,0
v7,68,1,0,0,0,0
v7,68,2,1,0,0,1
v7,68,3,2,0,2,0
v7,68,4,0,0,0,0
v7,68,5,1,0,0,1
v7,68,6,1,1,0,0
v7,68,7,2,0,2,0
v7,68,8,0,0,0,0
v7,68,9,0,0,0,0
v7,69,0,1,0,1,0
v7,69,1,2,2,0,0
v7,69,2,2,2,0,0
v7,69,3,1,0,1,0
v7,69,4,2,2,0,0
v7,69,5,2,0,2,0
v7,69,6,2,0,2,0
v7,69,7,0,0,0,0
v7,69,8,2,0,2,0
v7,69,9,0,0,0,0
v7,70,0,0,0,0,0
v7,70,1,1,0,0,1
v7,70,2,1,1,0,0
v7,70,3,0,0,0,0
v7,70,4,2,0,0,2
v7,70,5,2,1,0,1
v7,70,6,3,2,0,1
v7,70,7,1,0,1,0
v7,70,8,4,1,1,2
v7,70,9,1,1,0,0
v7,71,0,1,1,0,0
v7,71,1,0,0,0,0
v7,71,2,0,0,0,0
v7,71,3,0,0,0,0
v7,71,4,0,0,0,0
v7,71,5,0,0,0,0
v7,71,6,0,0,0,0
v7,71,7,1,1,0,0
v7,71,8,1,1,0,0
v7,71,9,2,1,0,1
v7,72,0,0,0,0,0
v7,72,1,2,1,1,0
v7,72,2,2,0,2,0
v7,72,3,2,2,0,0
v7,72,4,1,1,0,0
v7,72,5,1,0,0,1
v7,72,6,0,0,0,0
v7,72,7,1,0,1,0
v7,72,8,0,0,0,0
v7,72,9,0,0,0,0
v7,73,0,2,1,1,0
v7,73,1,2,1,0,1
v7,73,2,4,3,0,1
v7,73,3,0,0,0,0
v7,73,4,1,1,0,0
v7,73,5,2,0,1,1
v7,73,6,1,1,0,0
v7,73,7,4,2,0,2
v7,73,8,0,0,0,0
v7,73,9,0,0,0,0
v7,74,0,0,0,0,0
v7,74,1,1,0,1,0
v7,74,2,1,0,1,0
v7,74,3,0,0,0,0
v7,74,4,1,1,0,0
v7,74,5,2,0,2,0
v7,74,6,0,0,0,0
v7,74,7,0,0,0,0
v7,74,8,2,0,2,0
v7,74,9,1,0,0,1
v7,75,0,0,0,0,0
v7,75,1,1,0,1,0
v7,75,2,0,0,0,0
v7,75,3,2,0,1,1
v7,75,4,1,0,1,0
v7,75,5,1,0,0,1
v7,75,6,1,0,1,0
v7,75,7,0,0,0,0
v7,75,8,2,0,2,0
v7,75,9,1,0,0,1
v7,76,0,2,2,0,0
v7,76,1,1,0,1,0
v7,76,2,1,1,0,0
v7,76,3,0,0,0,0
v7,76,4,3,3,0,0
v7,76,5,1,1,0,0
v7,76,6,2,2,0,0
v7,76,7,3,2,1,0
v7,76,8,2,0,2,0
v7,76,9,0,0,0,0
v7,77,0,0,0,0,0
v7,77,1,1,0,1,0
v7,77,2,2,0,2,0
v7,77,3,3,1,2,0
v7,77,4,0,0,0,0
v7,77,5,1,0,1,0
v7,77,6,0,0,0,0
v7,77,7,2,1,0,1
v7,77,8,3,1,0,2
v7,77,9,1,1,0,0
v7,78,0,0,0,0,0
v7,78,1,0,0,0,0
v7,78,2,0,0,0,0
v7,78,3,1,0,0,1
v7,78,4,1,1,0,0
v7,78,5,0,0,0,0
v7,78,6,1,0,0,1
v7,78,7,1,0,0,1
v7,78,8,1,1,0,0
v7,78,9,0,0,0,0
v7,79,0,1,0,1,0
v7,79,1,1,0,1,0
v7,79,2,2,1,0,1
v7,79,3,3,1,2,0
v7,79,4,0,0,0,0
v7,79,5,4,2,2,0
v7,79,6,2,0,0,2
v7,79,7,1,0,0,1
v7,79,8,1,1,0,0
v7,79,9,0,0,0,0
v7,80,0,0,0,0,0
v7,80,1,0,0,0,0
v7,80,2,1,0,0,1
v7,80,3,3,1,2,0
v7,80,4,0,0,0,0
v7,80,5,3,1,2,0
v7,80,6,2,0,0,2
v7,80,7,0,0,0,0
v7,80,8,2,2,0,0
v7,80,9,2,0,2,0
v7,81,0,2,2,0,0
v7,81,1,0,0,0,0
v7,81,2,3,1,2,0
v7,81,3,1,0,1,0
v7,81,4,2,0,2,0
v7,81,5,1,1,0,0
v7,81,6,1,0,0,1
v7,81,7,1,0,0,1
v7,81,8,2,0,2,0
v7,81,9,0,0,0,0
v7,82,0,0,0,0,0
v7,82,1,1,0,0,1
v7,82,2,0,0,0,0
v7,82,3,1,1,0,0
v7,82,4,4,2,0,2
v7,82,5,1,1,0,0
v7,82,6,2,2,0,0
v7,82,7,1,0,0,1
v7,82,8,1,0,1,0
v7,82,9,0,0,0,0
v7,83,0,2,0,0,2
v7,83,1,2,2,0,0
v7,83,2,2,1,0,1
v7,83,3,1,0,1,0
v7,83,4,1,1,0,0
v7,83,5,1,1,0,0
v7,83,6,1,0,1,0
v7,83,7,1,1,0,0
